action, id, label
NEW ITERATION, 0,
insert, 0, 1
insert, 1, 1
insert, 2, 1
insert, 3, 1
insert, 4, 1
insert, 5, 0
insert, 6, 1
insert, 7, 1
insert, 8, 1
insert, 9, 0
NEW ITERATION, 1,
NEW ITERATION, 2,
NEW ITERATION, 3,
NEW ITERATION, 4,
NEW ITERATION, 5,
NEW ITERATION, 6,
NEW ITERATION, 7,
NEW ITERATION, 8,
NEW ITERATION, 9,
NEW ITERATION, 10,
NEW ITERATION, 11,
NEW ITERATION, 12,
NEW ITERATION, 13,
NEW ITERATION, 14,
NEW ITERATION, 15,
NEW ITERATION, 16,
NEW ITERATION, 17,
NEW ITERATION, 18,
NEW ITERATION, 19,
NEW ITERATION, 20,
NEW ITERATION, 21,
NEW ITERATION, 22,
NEW ITERATION, 23,
NEW ITERATION, 24,
NEW ITERATION, 25,
NEW ITERATION, 26,
NEW ITERATION, 27,
NEW ITERATION, 28,
NEW ITERATION, 29,
NEW ITERATION, 30,
NEW ITERATION, 31,
NEW ITERATION, 32,
NEW ITERATION, 33,
NEW ITERATION, 34,
NEW ITERATION, 35,
NEW ITERATION, 36,
NEW ITERATION, 37,
NEW ITERATION, 38,
NEW ITERATION, 39,
NEW ITERATION, 40,
NEW ITERATION, 41,
NEW ITERATION, 42,
NEW ITERATION, 43,
NEW ITERATION, 44,
NEW ITERATION, 45,
NEW ITERATION, 46,
NEW ITERATION, 47,
NEW ITERATION, 48,
NEW ITERATION, 49,
NEW ITERATION, 50,
